0,1,10
0,2,3
0,3,9
0,4,4
0,5,5
0,6,5
0,7,9
0,8,2
0,9,9
0,10,5
0,11,5
0,12,3
0,13,10
0,14,5
0,15,9
0,16,10
0,17,1
0,18,4
0,19,10
0,20,6
0,21,10
0,22,1
0,23,2
0,24,8
0,25,9
0,26,10
0,27,6
0,28,10
0,29,10
0,30,4
0,31,1
0,32,3
0,33,1
0,34,4
0,35,4
0,36,2
0,37,5
0,38,5
0,39,6
0,40,6
0,41,9
0,42,9
0,43,1
0,44,2
0,45,9
0,46,8
0,47,10
0,48,2
0,49,1
0,50,1
0,51,8
0,52,10
0,53,8
0,54,2
0,55,9
0,56,5
0,57,10
0,58,2
0,59,7
0,60,3
0,61,4
0,62,4
0,63,7
0,64,5
0,65,9
0,66,10
0,67,3
0,68,2
0,69,7
0,70,3
0,71,5
0,72,6
0,73,2
0,74,6
0,75,3
0,76,1
0,77,10
0,78,7
0,79,10
0,80,4
0,81,9
0,82,1
0,83,6
0,84,4
0,85,8
0,86,4
0,87,6
0,88,3
0,89,4
0,90,1
0,91,9
0,92,4
0,93,9
0,94,6
0,95,1
0,96,5
0,97,6
0,98,9
0,99,5
1,0,7
1,2,8
1,3,10
1,4,10
1,5,1
1,6,10
1,7,10
1,8,9
1,9,4
1,10,10
1,11,2
1,12,8
1,13,6
1,14,2
1,15,2
1,16,3
1,17,1
1,18,7
1,19,9
1,20,9
1,21,2
1,22,2
1,23,10
1,24,10
1,25,2
1,26,6
1,27,8
1,28,4
1,29,1
1,30,2
1,31,5
1,32,3
1,33,8
1,34,10
1,35,4
1,36,8
1,37,5
1,38,3
1,39,7
1,40,1
1,41,2
1,42,10
1,43,1
1,44,10
1,45,9
1,46,1
1,47,5
1,48,1
1,49,9
1,50,7
1,51,1
1,52,8
1,53,8
1,54,10
1,55,3
1,56,9
1,57,7
1,58,1
1,59,10
1,60,8
1,61,1
1,62,6
1,63,8
1,64,8
1,65,1
1,66,3
1,67,4
1,68,7
1,69,10
1,70,7
1,71,8
1,72,3
1,73,1
1,74,4
1,75,3
1,76,8
1,77,2
1,78,1
1,79,8
1,80,9
1,81,1
1,82,1
1,83,7
1,84,8
1,85,7
1,86,6
1,87,1
1,88,2
1,89,5
1,90,3
1,91,10
1,92,1
1,93,2
1,94,10
1,95,9
1,96,1
1,97,1
1,98,6
1,99,9
2,0,1
2,1,8
2,3,5
2,4,3
2,5,6
2,6,5
